bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
FANCD2,COL13A1,CCDC184,AC025442.1
AC006042.1,LINC02097,FAM120A,AC003975.1
AL353135.1,NAT8,CLCC1,AFM
CASP4,RASA3-IT1,ZDHHC7,AP005436.3
AC006504.1,IGLCOR22-2,ST8SIA3,AC126335.1
LINC02425,AC145350.4,RASSF8-AS1,LINC02625
FEZF1-AS1,AC079799.1,AC069277.1,C17orf50
TMIGD3,AC104135.1,ESF1,AC055840.1
AL357146.1,AC093459.1,LRCH1,ARHGEF35
CASC19,LINC00334,SAP130,AP000688.2
AP003721.3,AL359382.2,TAPBP,AL136225.1
ZSCAN4,LINC01447,ACO2,POTEM
RS1,TMEM14B,ICMT,AL731661.1
AC136489.1,CRB2,MRPL13,GGTLC2
AP000459.2,AL713851.1,PPP1R16B,AC005899.6
SHOC2,AL355578.1,SATB1,AC095050.1
LINC02321,AC068587.4,AC108519.1,LINC01597
METTL1,AC091979.1,GPR89B,UPK1A-AS1
PRPS1,CLPSL1,PLCH1,PINCR
CLK1,NCCRP1,GRM5,FAM230A
AC016644.1,AP005062.1,FAM120B,GATA6
LINC02309,LINC01992,SCCPDH,TBX18-AS1
CPA1,KLK15,MED12L,FAM230G
AC108025.1,AC104777.1,TRAPPC4,AC093911.1
IBA57-DT,AC079340.2,AC005899.8,AL359834.1
AC010343.3,AL591848.3,TCTN2,LINC01496
TRIM49D2,CD58,AC092111.1,SLFN12
AC215522.3,BPIFC,CTTNBP2NL,LINC00558
IGKV2-18,XKR5,AL022238.2,AC108477.1
KIR2DL3,LINC02178,PVT1,AL445363.2
SPANXC,AC013799.1,RIMS4,CNNM3-DT
AC109495.1,AC108199.1,MAP4K4,APOE
FGF21,AL512413.1,LINC00862,AC131094.1
LRRC10,HDGFL1,AVIL,AC100778.1
LINC02382,XXYLT1-AS1,DEXI,AP001330.5
LINC01475,AC024270.4,DEK,OR4F17
AC106821.1,AC078880.5,CEBPZ,AC022898.1
AC090164.3,LINC01957,ARL6IP4,AC015688.6
LINC02247,OR4Q3,KIAA0895,AC018521.6
AL022724.2,AC097478.1,OXR1,GAB4
AC005908.2,LINC01797,TIGAR,AC079200.1
AC245519.2,IGLV1-41,PRAF2,AKR1C4
DEFB103A,AC022239.2,WASHC2A,APOBEC3D
AC022893.3,AC100801.1,GGCX,LINC01251
LINC01074,MFSD4B,USP30,POTEF
AC025437.1,RNFT1-DT,SUSD6,AC121320.1
AL391422.3,AC138627.1,RABL2B,Z80897.1
AL109924.4,MIR3945HG,PLCXD2,AC213203.1
LINC01613,PRH1,PPP3R1,CASC23
HOXD13,CXCR5,ZDHHC20,HSD17B3-AS1
GOLGA8F,AP001007.3,RNF214,HIST1H2AI
AC022695.3,AC104002.2,UVRAG,MAB21L4
AL138957.1,SPAG8,IFT81,OR4Q3
AC136616.3,AL512283.3,BEND6,AL512413.1
AL355922.1,ARHGAP25,GRK3,AC015911.9
TRAJ59,AL035401.1,COPS6,AL356019.1
AL121910.1,LINC01892,ME2,AC007406.1
AC022100.1,PRKCE,AL162253.2,HIST1H2AL
LINC01696,AC080013.4,MIR34AHG,AC098484.1
AC011497.1,MYCBP2,CCNL2,AC013356.2
PABPC1L2B-AS1,AP000593.4,RNF10,AC099328.2
AC112242.2,AC011477.9,SCLY,LBX1
AC091588.3,ZNF648,AL357054.2,LINC02838
AQP12B,AL008582.1,SLC39A14,LINC02135
OR1J1,LINC00373,BABAM1,LINC02322
AC027243.2,PLS1,SREK1IP1,Z85994.1
CRCT1,AC104564.5,RAB3IP,ACSBG1
AP000820.1,AL354702.2,TMEM14C,MUC7
AC013457.1,SPRR2G,ING2,MAT1A
AC068688.1,AC092718.6,EPHB2,LINC02445
TRAV38-2DV8,SLC18A1,CCAR2,AC022165.1
MRGPRX1,C22orf42,ACP2,TAS2R43
AC114501.3,DLL4,SPTBN2,AL133342.1
AC024940.6,DUPD1,CLDND1,AC105031.2
AL139420.1,AC048352.1,TXNDC9,MARCO
AC020978.4,AC136352.3,MTRR,AC002059.1
AC021087.4,AL160286.3,AREL1,LRRC14B
AC007343.1,AL161781.2,GNS,FP325330.3
LINC02162,ARHGEF7-AS1,MTFR1,AL360175.1
CLDN8,HOXB13,ARHGEF11,AC096996.2
LINC02285,AC113192.1,VAV2,OR13C2
KRTAP4-9,AL139280.1,CTNNBL1,AL356433.1
AC090181.1,LINC01890,PARN,EHD4-AS1
AP001625.1,AC026316.2,KIAA0319,AL139041.1
AL163973.3,CCDC140,MVB12B,XKR5
LINC00396,GPR141,TIMM13,AC018529.2
AL163534.1,AL158211.2,TM7SF2,AC096669.1
AC007861.2,OR4C3,VAMP3,C20orf187
DEFB128,SUCNR1,LEO1,APOL1
AC107464.2,AC007325.1,ARL3,DEFA3
AL732437.1,AL162727.1,ZNF484,HOXA4
AP003043.1,LINC02129,ZNF551,TFAP2C
AC091173.1,AC025475.2,SNAP47,AC025572.1
CTAGE4,AC009121.3,FANCI,AL672277.1
Z98259.1,AC108704.1,ZFP37,LINC02443
AC017067.1,RIBC1,AC023421.2,AP006222.2
AL358393.1,AL391987.2,SLC9A8,AC025252.1
IFNA8,LINC01653,PMM2,AP002505.3
AC011676.4,AC012668.2,ENOX1,LINC01668
AC093083.1,AC009446.1,CDKL3,TRIM49D1
TRBV26,LINC01525,ARHGAP24,LINC00411
AC010255.2,AC008568.1,TECR,AC011195.2
AC036176.3,AC131182.1,MLLT6,ZG16
AC008250.2,AC112236.1,PNN,NPY4R
AC140847.1,AC012433.2,ZNF8,AC084117.1
BPIFB6,AC092809.2,TMEM260,AL627316.1
KRTAP13-1,LINC01920,DPF2,CNGB1
KRTAP13-4,AL050404.1,LEKR1,GSN-AS1
AC009121.4,AC090607.5,CHPT1,LDLRAD4-AS1
OR8B12,AL031600.2,SLC6A13,LINC01986
AC094108.1,AC025188.1,ACTR1B,LINC01339
AC018761.3,AL157400.2,ZNF224,STAT5A
KRT4,AL355836.4,DCAF11,AL137785.1
AL031584.3,AF001548.2,CNOT7,AL607028.1
AL449423.1,REV3L-IT1,AC073332.1,AP001255.1
TRIM51GP,AC016405.1,GATD3B,AC006967.3
AC009487.1,AC068408.2,CYB5R3,AL449403.3
TTTY4C,LINC02472,ZNF669,SCRT2
AL049646.2,RFX6,ZNF737,AC104996.1
TRAJ49,AL445430.1,PPP2R3C,AP001020.3
AC018685.1,LINC02530,LGI2,AC131097.1
KRTAP21-1,AP000753.1,ZFR2,AC009090.3
IFNL2,GPR160,POMGNT1,AC027307.2
FAM170B,BX005040.1,KCTD8,BSND
NOTCH2NLB,AC027601.1,LASP1,STEAP3-AS1
AC091027.3,LINC00469,LINC01128,LINC02169
OR56B4,AC026333.3,AC115622.1,PSMB8-AS1
AL590483.4,LINC02430,NUFIP1,AL359552.1
AC073429.1,LINC00261,PPP4R3A,AC025674.2
C5orf64-AS1,AC007922.1,VPS4A,AC140118.2
AP002336.3,MTRNR2L6,AC073343.2,AC048382.4
LBX2,AL079301.1,AC026202.2,AL031651.1
SLAMF9,CXCR6,GLDC,AC116345.3
AC004944.1,LINC00347,AC008781.2,AC010319.3
AC019103.1,AC021698.1,PSMD3,MC3R
AC092660.1,LINC01333,PIGL,MOGAT2
AL357139.2,AC005329.3,TAF3,CLYBL-AS1
AC091564.3,LINC02159,C15orf61,CBSL
OR51A4,AL136320.1,SLC1A2,AL031717.1
TRBV23-1,AC015727.1,EFCAB5,AF274573.1
AL352955.1,SLCO6A1,GOLGA7,AC105020.2
AC138089.1,WDFY4,SMG6,AC022325.2
AL359258.1,FABP6,SORBS2,AC092805.1
FAM47A,AL359834.1,AC015943.1,BX088651.2
ESX1,WFDC13,SPAAR,SCNN1G
SERPINA7,SPAG17,NUP153,AP002884.1
BMP10,AC009387.1,ZDHHC11B,AC009518.1
AC117373.1,AC010503.1,SPTB,TBC1D3C
TNFRSF13B,H1FOO,NAP1L4,AL162151.3
LRP1B,AC018695.4,TMEM39A,LCN10
PLCH1-AS2,AC015674.1,NFYB,AC093627.1
AP001981.2,NMUR2,UPF2,LINC01940
AC121247.1,AC018832.1,BAALC,AC102945.1
LMOD2,TBX18-AS1,C6orf120,AC011313.1
AC135803.1,AIF1L,TWSG1,PLPP2
LINC01796,AL157392.1,ARPC1A,GSTA2
AF240627.1,AC018653.1,AC012178.1,AC106045.1
AP002852.1,SPDYC,CHST11,AC016556.1
C8orf74,AC010872.2,GABPB1-AS1,AP001208.1
IL23A,EGFLAM,ZNF790,LINC01712
AC012301.1,AL137856.1,PECR,AC009961.4
AL365256.1,BATF,MALAT1,ARHGAP11A
CRIM1,IGFBP1,RFX7,CYP2J2
AL161717.1,KCTD8,PTPRD,AC138915.3
TYMSOS,FATE1,LDOC1,AP000962.3
FAM243B,PIH1D3,SLITRK3,PDK4
CHST15,AC234917.1,MTA3,AC108752.1
ELOVL2-AS1,KIF5C,DNAJC8,AC026368.1
AL353740.1,NGF,RNPS1,AC131944.1
LINC00687,TACSTD2,LINC02607,LINC01931
SLIT3,AF064858.2,GCA,TBC1D10C
AC103740.1,SLC35G3,RPS6KA6,LINC01049
AC027237.3,AC097381.1,EIF3J,LINC01640
AC097382.2,HCCAT5,MLX,AC117509.1
ZBED6,AC007223.1,C12orf49,GPR17
SEZ6L2,AC007881.4,ERI3,AC080005.1
AC006041.2,AC010547.1,SOS1,LINC00858
PTER,AC005863.1,SMC6,LINC02176
CHRNE,RGS10,SYT12,AC015853.2
PLB1,MIR503HG,PPFIBP1,RRM1-AS1
SOX21,SLC44A3,CCDC148,AL512356.4
BX322234.1,SCEL,PLBD2,LINC01938
LINC01498,AL161628.1,KDM5B,AL513318.2
AL353622.1,AL137781.1,PRDX1,AC023302.1
NPIPB8,AL162408.1,LYNX1,KYNU
AC073934.1,AC008250.1,CFAP221,AC092966.1
PVT1,PCDH18,SRRM2,AC026904.2
TSPAN17,OR2T12,TUBG2,AC133528.1
ATP5F1E,AP003065.2,CACNA2D3,PLAAT4
LINC01470,SORCS3-AS1,RIN3,LINC01828
CACNA2D4,IL36G,VSIG10,AC083867.2
PCDHGB4,TRBJ2-7,DLGAP2,AC109349.1
MYL7,AC092435.2,CNDP2,AP001066.1
ADRA2B,CD200R1L-AS1,RUNX2,EMX1
AC245427.1,AC124057.1,AC005037.1,AL132801.1
LINC01269,REG1A,PTRH2,AC003043.1
PDLIM3,AC080023.1,NFKBIZ,SCARNA9
AC093516.1,LINC01173,STXBP5L,AC023669.2
AL133492.1,DAO,TMEM128,LARGE2
ITPRIP-AS1,MACC1,ADD1,AC011374.3
AC087623.2,AL359881.2,SARNP,AC097382.1
MAGEC1,AC108517.2,LSM4,AC073611.1
PET100,IL33,HECTD2,AC116914.1
AC090589.3,P2RX3,CNTN2,AC010285.1
AC008121.3,SLC35G1,ZNF41,GKN2
MLC1,C3,RNF138,AL161908.1
AC099563.2,AP001547.1,ABCD3,AC113615.2
PNLIPRP1,SLC51B,HSD17B12,AL162595.2
AC093627.4,AC130466.1,LPCAT1,ARID3C
LILRA4,LINC02520,ANAPC7,CROCC2
TGFB3-AS1,AC091198.1,CPSF7,CLEC4D
AL035250.1,ZNF556,GCNA,LINC02031
BIRC7,AC007952.9,FAM102A,C7orf69
AC022596.2,AC021594.1,TMEM47,AL021807.1
AC007787.1,AC243585.1,PLSCR2,AL158069.1
S100A14,AC010319.3,SRSF8,AC010542.1
AC110741.1,CEMP1,DHRS7,RERG-AS1
AC025442.1,AL845552.2,RNASEH2B,MATN1
CRYBB1,SYCP2L,ACAD8,AC010834.1
AL390774.2,GPX6,ZNF253,LINC00336
PPP1R27,AL669970.2,STIP1,SLC1A3
OPTC,CTAGE9,SPDYE5,AL354694.1
C20orf85,AL157813.2,TMEM117,AL357832.1
AL360175.1,TRBV17,SYT7,AL109955.2
AC020980.1,LINC01217,ORC5,HOXB-AS1
AC113410.2,AC127496.2,RBPJ,PADI6
AL451140.1,KRT82,POLR2D,GPR55
AC108134.4,KRTAP5-4,PIK3CB,LINC01872
ERI3-IT1,IGKV3-11,RTF1,AC009065.7
LINC02105,HOXD4,LRP11,CLCNKA
SAG,LINC01262,H6PD,AC015722.2
AC114977.2,RAX,SDF2,AC108037.1
AL390835.1,LINC01438,UBN1,PLA2G7
AC104938.1,AC026408.1,ENTPD3-AS1,AC004884.2
PAPSS2,AC118755.1,LIN54,C14orf180
NDUFAF6,AC012157.3,CCDC106,LINC02402
LINC01672,AL590381.1,AARSD1,AC126323.2
HS3ST3B1,KIR2DL1,DLAT,AC010883.1
DQX1,HIST1H3G,PLGRKT,AC016266.1
AC083855.2,AC092053.6,USP7,AC090587.1
AC009226.1,AC013727.2,AL135978.2,AC017033.1
LINC01671,TRIM49,HSD11B1L,LINC02025
TMSB15A,UGT1A6,TRIQK,AC011462.3
FREM1,TCHHL1,AGBL5,LINC00973
AL512452.1,AC097518.1,KIF13B,AC068491.3
ZEB1-AS1,TEX13B,RSBN1,HIST1H2BH
AL132799.1,BX539320.1,C2orf69,AC022031.1
AC069222.1,TRGV5,PTGES2,AC093904.1
IFT46,UGT2B11,TAF11,AL512444.1
RAB40AL,AC084879.2,SMARCC1,AC010608.1
AC012181.2,ZBED2,ALDH1L2,HS6ST2-AS1
AL121827.2,AC084706.1,UBAC1,AC008759.3
AC087289.5,AL360013.2,RUFY1,LINC01445
CDH20,AC136352.2,NEXMIF,IL4
EIF3CL,LLCFC1,FANCM,ZIC4
NT5DC4,TAS2R39,PIP4K2A,AC138123.1
EDN2,LINC02000,CDRT1,TRIM48
OR7A10,AC022150.3,DNAJC27,AC123912.4
AC110615.1,AL391839.2,AL035071.2,AC103796.1
WT1,KRTAP9-6,THEM6,SALL3
AC024230.1,AC004784.1,NEMF,ATOH8
AC096642.1,MACC1-AS1,FNDC5,OR4F6
CDH1,AC092828.1,NEURL1,LINC00434
AF241728.2,PYY,FBXO45,LINC01838
YPEL1,SLC4A4,TRA2A,AC090150.2
LINC00940,LINC00492,KLHDC10,AC226118.1
DPY19L1,NLGN1-AS1,CYC1,AC073176.1
HAS2,DUSP18,PARP1,AC025918.1
RHBDF2,TTC29,TUBB2B,AC007529.1
HCG24,AC122108.2,CHCHD6,AL157831.2
RASL11B,C4A,FOXG1,AC005828.2
FCRL2,SOAT2,NPEPL1,AC090826.3
LINC00494,AC008440.2,LRRC39,KIR2DL4
SPATA21,LINC01707,EIF1,NTM-IT
AP001596.1,AC021683.1,GFPT2,AC084128.1
AL627443.1,RETN,ETV6,SLAMF8
MAPT-AS1,FANCD2OS,SLC25A16,AC000082.1
GCM1,AC018953.2,AC243829.1,FO680682.1
ZNF346-IT1,LINC02442,GPHN,LAD1
AVPR1B,CRYBG3,SMARCE1,LINC00308
AL445190.1,TACR2,GPRC5B,AC104417.2
TMPO,AL353581.1,MRPS7,C13orf42
SH3BGR,REM1,SYN3,AC083900.1
AL161636.1,AC127526.1,CRYL1,AC015936.1
AC006525.1,TECRL,KDM4A,PARPBP
PIK3CG,CD8B,ATP11A,LILRA6
AC005828.3,AP001107.7,FAM200B,OR11A1
VWDE,AC073091.4,RCHY1,AC109811.1
AL138689.1,AL662791.1,ZNF286A,LINC02550
UBE2Q2L,GBX2,STRIP1,C8A
PAXIP1-AS2,AL137071.1,SLC7A2,AL512658.2
CGNL1,SRGAP3-AS3,MAGEL2,AC016995.1
HCK,AC008751.3,ATP8B2,CD69
AC109471.1,AC108861.1,NCBP1,AL008720.1
SLC38A8,AC020900.1,AC091885.2,AATBC
LINC00345,TG,MED28,MECOM
DHCR7,CLCA2,NEU1,GIMAP2
AC016705.3,CASC19,PEX14,TMEM273
LINC02009,AEBP1,STX6,LINC01831
AC034223.1,AL353595.1,PMPCB,LINC01545
AC079329.1,AC025280.3,RIMS1,AL589787.1
RHOJ,DPEP2NB,ANKRD46,C1orf158
AL162586.1,AC079052.1,LINC02288,AL732323.1
NIBAN3,PADI2,ADNP,AL137798.1
AC021055.1,AC022509.5,SMCO4,GPR6
MYBPH,AL591686.1,AC027020.2,NAGS
IYD,AC005730.3,HPS5,AC000061.1
SBSPON,AC008798.2,PATJ,DDIT4-AS1
AC114977.1,AC114956.1,POM121,LINC00705
RERGL,PRRT1B,PHLDA1,RNF222
TTPA,AL021707.5,CHMP4B,PRH2
LRRC3B,MAL2-AS1,ANP32A,AL669831.2
C2orf74,CAV2,NDUFA2,LINC02228
ANKRD46,GK-IT1,NAA40,GADD45G
NEUROD2,SIM2,PGD,AL512427.2
AC093110.1,PICALM,TPGS2,AC024236.1
WDFY3-AS1,IL17B,NLN,AP005436.2
ENTHD1,LINC00992,MCF2,LINC01820
AC000124.1,AL121970.1,TEAD1,AC244394.2
TERT,CCL16,UBE2D2,OPTC
AC097521.1,AC244472.1,IQCK,C5orf52
SYTL4,ZNF735,PPIL1,LHX8
SLC22A2,C4BPA,ZC3H6,RNF144A-AS1
AC007656.2,CLEC18C,MRPS30,Z98880.1
AC005486.1,TMEM221,MROH1,AC011611.4
CCDC198,TBX3,CORO2B,AC010880.1
RBM46,RERGL,ENY2,TMEM262
AC091132.4,P2RX1,PLEKHM1,RHOXF2
LRRK2,AL357992.1,PKD1L1,LINC02244
OIP5,PDE8B,PHAX,AL138773.1
FAM9B,GLRA2,ARHGEF2,CRISP2
MT-ND1,AC016877.1,UBFD1,AC007349.2
AC002375.1,AC092574.2,SCOC,ATP1A2
AC090607.3,AC092448.1,IFT172,AL020997.2
AC127526.5,C19orf71,AC025043.1,AL591368.1
LINC02108,AC006144.2,LINC01122,UBASH3A
TMEM225B,DEFB131B,KRT222,AC112219.2
LINC01986,AL139801.1,UBE2L6,Z98885.2
AC017037.5,AC078962.3,SRPRA,TRIM54
CLDN20,SPAG4,TEX2,AP005271.1
GPR87,AC055840.1,PAICS,AC005414.1
TLR3,AP000477.1,CCDC30,AC093766.1
JMJD6,SMIM40,CERS6,HOXA6
HBG2,UHRF1,GGA2,AL392048.1
FGF11,AC091138.1,APIP,AC090016.1
LINC00987,AC012443.2,KIAA1328,BGLT3
AP003352.1,RPL3L,AGBL3,FAM138E
MAL2,LINC01935,RB1,CLDN24
EREG,AC009248.2,SNAPC1,TRAV1-1
CYP24A1,LINC02227,ZNF585A,AP001458.1
MPLKIP,AC024267.4,BAG4,OR1L3
CPA6,AL591074.1,AC097448.1,AC112176.1
AP002812.3,AC104574.1,ZNF709,AL606490.3
AL355297.2,SPDYE6,MRPS31,CYMP-AS1
AL356259.1,AC104664.1,COPS7B,DPYD-AS2
AL392089.1,FNDC7,MTFMT,HOXA-AS3
UCMA,LINC01543,UBXN2A,LINC01729
TET3,AC010776.3,ZNF81,AC130456.4
AC024651.3,LINC00629,SMURF1,AL512347.1
AL357079.2,AC024075.3,TIMM10B,ORM2
CTRB2,UCHL1-AS1,PHYHIPL,TTTY17C
AC092377.1,AC116099.1,TBC1D9B,AL365194.1
LINC02830,AC009731.1,CEP41,AC012615.4
LINC01794,Z98880.1,BAG1,AC008060.5
AL162574.1,OTP,MAVS,TRAJ5
SLC13A1,AC076968.1,OAZ2,AC044893.2
ITGA8,FOXP3,CHAMP1,MAGEA9B
AC107072.2,LINC01669,RCN1,MCCD1
Z93930.3,AC092053.5,SRSF4,UMLILO
SNHG5,AC005008.2,SCPEP1,AC247036.1
LINC01927,AP000997.3,THAP9-AS1,OR4E1
AL591518.1,AL033519.4,PARL,HOTAIR
LINC00671,AL161734.2,LAMTOR3,AC024270.3
RN7SL832P,MED12L,STIM1,AC084121.9
ZSWIM4,LINC02647,MRPS35,DEFB104A
AC010157.1,LINC00376,EBLN3P,TEX54
AC073225.1,PIK3R5,MIATNB,AC104640.1
AC078923.1,AC090138.1,KCNMA1,AC013733.1
AC012442.2,C3orf49,SLC25A33,AC073257.2
ZNF300,AC020658.5,ITGA9,AP000821.1
AL138895.1,AP000679.1,AC008731.1,Z84488.1
AP001037.1,FAM225A,AC093610.1,LINC00052
AL136988.1,CTBS,MED17,AC013401.1
AL356218.2,AL672032.1,PLPPR5,LINC01048
HLA-DQB2,AC073592.1,FUBP1,LINC01824
AC008759.3,CNR2,BUD31,AC113423.1
AL121892.1,PRH2,SEC31B,CCL8
AL353747.2,AC008761.2,CAMKMT,CENPVL2
SYNPO2,CSAG1,CCDC174,TFF1
FBXL22,AC245187.2,CCDC57,AC008991.1
AC012100.2,C20orf144,CHST2,AC007728.3
ASTL,ADGRD2,FXR1,BX005132.1
AL359541.1,RBP7,IRGQ,AC020636.1
LINC02605,AC093001.1,EIF4G3,AC021613.3
AC074366.1,NDNF,CEP120,MFSD6L
AL162311.1,AC005040.2,EPB41L4B,TMEM31
H3F3C,AC018557.1,EML1,AC016722.1
ARHGAP45,ITIH5,STAM,AC005730.3
AL353743.2,AC015712.1,RAMP1,LINC02455
AL513188.1,LACRT,TRAPPC2L,LINC01671
LINC02824,MCTP1-AS1,ZCCHC7,TEAD2
AC113410.5,ADGRF4,VPS45,LINC01556
PACC1,AC105999.1,SHFL,AC025810.1
AL354710.2,GCC2-AS1,ZNF746,AC134407.1
SP2,TERC,ZFP91,AC007216.1
KCNG3,LINC00861,GOLGA1,AC097381.2
C16orf95,AC020908.3,CNOT9,AC010636.1
AC027088.2,AC233263.6,S100A6,AC027796.5
AC090541.1,AC024267.1,RUNDC3B,LINC02570
AC009630.2,LINC01634,ABCB10,IL17C
IER5,GRM7-AS1,MAT2B,AC002511.2
AL355361.1,AC023906.5,ODR4,AC091917.3
LINC01609,C17orf78,NIPA1,FAM243B
AC132938.1,AL133372.3,LGR4,C10orf53
UBAP1,AC098848.1,AC113347.4,AC091564.4
GCSIR,CRYGB,SYCE1,AC104653.2
C11orf91,AC092896.2,PTPRM,AC055822.1
AC004233.3,AL354707.1,DENND1B,LINC02567
ZNF653,AP001011.1,NCS1,RC3H1-IT1
LHX5,MS4A7,NCKIPSD,AC005153.1
AGBL1,PKP4-AS1,PRKAG2-AS1,LINC01581
NACA2,AC018511.2,BCL2L14,AC010333.1
C22orf24,SPINK5,UFC1,AL136988.1
AL391097.3,AC022101.1,AL157388.1,AL355677.1
RHCE,AC011498.2,AC074286.1,AC025040.1
GLP2R,AC084212.1,CLN8,AC093791.2
KDR,AL590666.3,TOLLIP,AC022733.1
GTF3C2-AS1,METTL11B,AP3B1,AC064807.3
AC092675.1,JPH2,METAP2,AC092168.3
AL133475.1,AC137735.3,NDUFAB1,LINC02844
LINC01733,AC097625.1,PDE8A,LINC01047
LINC01730,CSF2RA,C15orf41,HIST1H4F
AL358777.1,SSPN,WDR45B,AL359745.1
HMSD,AL513220.1,CD163L1,AC010424.3
BATF3,AC022395.1,HTATSF1,AC100803.3
PTGIR,AL021391.1,NPIPA1,AC007736.1
ART1,AC103957.1,ARHGAP20,AL450332.1
ZDHHC21,PRR29-AS1,GCSH,EPPIN
AC092337.1,AC005304.1,DGKA,CHST9
AC023824.3,AL359552.1,TOM1L2,KCNQ5-IT1
AC022431.1,AL451054.4,GTF3C3,HESX1
LINC01878,AC110813.1,FGFR1OP,AC009118.2
HEPACAM2,CYP4F3,BLZF1,LINC01493
NMNAT1,ZBTB16,TCF20,LINC02553
BVES,PLAC4,RALGPS1,AC108067.1
AC079352.1,AC008581.1,HSPA4,BX276092.9
OR5V1,ARGFX,STUB1,AC007347.1
TMED6,MMP2,LYPLA1,GSTA1
PROKR1,AL031709.1,PKP4,FCGR2B
LINC01845,LINC01630,AURKAIP1,DPEP2NB
KLK5,AC012464.3,AC027801.1,AP003100.1
AL627422.2,C19orf85,BCL11B,AC007491.1
HNF1A-AS1,AC005476.2,SETDB1,AC068831.4
AC120114.1,KLK3,FADS2,GIPC3
AP005900.1,AC090774.2,SLC15A2,PRSS37
AL078602.1,CASC22,RMDN2,LINC00989
RPGRIP1,LINC02429,MYDGF,P2RY13
C1orf131,AL137798.2,NAGK,AC096708.3
AC005304.1,AL021920.3,AC073475.1,AC171558.1
AC005726.2,ANO4,HRK,AL359237.1
AC131649.1,THAP2,DIS3L2,LINC01827
AC105393.2,AP001020.2,SCN3A,AL034550.3
TMEM108-AS1,AL391730.2,EGR3,AL163974.1
ZNF483,SLC17A3,SUMO2,AL122010.1
AC019257.2,SLCO1B1,UBL3,AC113194.1
AC226101.1,RHOD,CEP63,OR4K1
AL391840.1,TRBV26OR9-2,BIRC2,AL161644.1
AL049548.1,AC108448.3,KATNAL1,AC093151.2
AL034351.3,SDK1,TTC7A,AC011603.3
AC108067.1,OR10G3,LRRTM1,AC096733.1
AC017071.1,HSPA8,MTAP,AL133215.3
AC009434.1,WDR63,AHDC1,LINC00376
RNF133,CACNA2D3,ARF5,LINC01474
AC093915.1,AC110760.2,LINC00276,AC022031.2
NPAS1,RERG-AS1,SEPTIN8,AC116666.1
SCEL,CSGALNACT1,ZFYVE27,AC012322.1
OR2T2,AC074052.2,ZNF592,CLEC7A
LINC01091,GIMAP8,DZANK1,SPINK4
AC011495.2,COL6A5,EXOC7,AC002057.1
AC022023.2,TRIM42,JAKMIP2-AS1,SLAMF1
AP005121.2,AC005180.1,TMPO,AC100861.2
AC087392.1,AC078881.1,ERGIC1,SLC39A2
AC009019.1,AL162464.1,EXT1,AC106738.1
ST13,AC012494.2,DENND1A,AL160408.2
ZNF728,DEFB112,DISP3,LINC01511
AC007613.1,AC090515.2,BRMS1L,LINC01297
AC007786.2,LINC01675,MOGS,TAS2R3
BTBD3,AC046168.2,NCOR1,MAFTRR
AC117945.1,FYB2,KCNH1,AC024730.1
COL17A1,LINC02405,GPCPD1,AC018904.1
C1orf167,GPR87,FASTKD1,AL356753.1
CCDC68,LINC02317,ZEB1,AL138889.3
LCT,AC003982.1,NUDCD1,AC009152.6
LINC00488,AF131216.5,MTRES1,AF131216.1
PMEPA1,AC139099.1,RAB33B,LILRB5
AL683807.1,AL163953.1,USP16,SLC15A5
AC128707.1,ANTXRL,NFYC,AC010978.1
AL357793.2,PTPRE,PIK3C2B,AC009396.3
DNASE1L3,PTPRJ-AS1,CBLN4,AC093583.1
LINC01972,OXCT1-AS1,RBMS1,HAMP
GPRC5D,AC005725.1,OTULIN,CHMP1B-AS1
VTI1A,AC100861.1,AC002069.2,C20orf173
AC090857.2,TIGD4,SCAF11,LAMC1-AS1
AL110292.1,TNFRSF10B,URB1,LINC02673
NOP53-AS1,ACTG2,ADGRB2,AC012613.2
AC084114.1,AP000471.1,AC018682.1,WNT10A
AL450043.1,WWTR1-IT1,MBD1,HAUS7
AL136234.1,AC068489.1,BDH1,FOXP4-AS1
CCDC15-DT,AC005823.1,DUSP26,AC100786.2
BDH2,RNASE2,PTN,AC006305.2
RP1,AL390066.2,PPM1K-DT,AC009075.1
AL590814.1,PRSS2,SFMBT1,AL031773.1
PEAR1,AP000654.1,PDXDC1,MIR663AHG
AP001109.1,PTPRO,AC090241.2,SMAD6
Z73420.1,AC135895.1,ZDHHC15,ERVW-1
AC145207.2,PDGFD,ZNF704,AL139008.2
AC016727.1,AC111194.2,COMMD2,GJD3
TDRG1,AC099535.2,PRIMPOL,AC078795.2
AC002529.1,AC093730.1,ERC1,AC108099.1
MIR3142HG,UCMA,MSH3,AL121872.1
AC090970.2,LINC02214,VCP,AC009494.2
RASSF6,AL391335.1,MKRN2OS,PNLIPRP1
LINC02289,AP005329.2,MTX3,TRIP6
GPR75,OTOS,MREG,LINC02207
GPBP1,KRT24,PDE9A,SATB2
AP001432.1,AP000763.4,ARHGEF4,AC091151.1
CLMAT3,CCR9,KDM3A,AC078925.1
VWC2L-IT1,MYCBP2-AS2,COLGALT2,AC097381.3
LINC02148,AC079384.1,C17orf80,AC119428.2
ANKRD45,AC107398.4,RRP36,AC009034.1
HBA1,AC099567.1,EFCAB6-AS1,AL603783.1
AL139350.1,LINC02300,TRAPPC10,AC004690.2
HHLA3,LINC00550,SLC29A2,CEACAM16
